year,educ,age,exp,exp_sq,non_white,y,lny
2004,6,29,16,256,1,3.752826,1.322509156
2000,11,37,19,361,1,3.753289,1.322632522
2003,6,19,6,36,1,3.753356,1.322650373
1999,15,22,0,0,0,3.753488,1.322685541
1998,12,24,5,25,0,3.75355,1.322702059
1998,14,23,2,4,0,3.753734,1.322751078
2005,4,19,8,64,1,3.75395,1.322808619
1997,13,24,4,16,0,3.75406,1.322837921
2000,13,50,30,900,0,3.754646,1.322994006
2005,9,47,31,961,0,3.755393,1.32319294
2003,11,24,6,36,0,3.756462,1.323477557
2004,0,50,43,1849,1,3.758172,1.323932669
1996,8,20,5,25,0,3.758725,1.324079804
1997,12,42,23,529,0,3.758727,1.324080336
1998,8,18,3,9,0,3.759306,1.324234366
1996,8,19,4,16,0,3.759486,1.324282246
1998,6,20,7,49,0,3.760477,1.324545811
1996,8,26,11,121,0,3.760518,1.324556714
2004,13,32,12,144,0,3.760554,1.324566287
2002,8,33,18,324,0,3.760806,1.324633296
2003,6,48,35,1225,1,3.761125,1.324718115
2000,1,34,26,676,0,3.761381,1.324786177
1997,11,34,16,256,0,3.762206,1.325005487
2004,10,27,10,100,1,3.762502,1.325084162
2002,8,18,3,9,1,3.762593,1.325108347
2002,7,23,9,81,0,3.762724,1.325143163
2000,9,33,17,289,0,3.763035,1.325225813
1997,13,43,23,529,0,3.763519,1.325354424
1998,11,36,18,324,0,3.763649,1.325388966
1996,6,36,23,529,0,3.763783,1.325424569
1998,14,47,26,676,1,3.764026,1.325489129
2001,8,40,25,625,0,3.764062,1.325498693
1997,13,23,3,9,0,3.764065,1.32549949
1998,15,23,1,1,0,3.764372,1.325581048
2000,3,24,14,196,0,3.764784,1.325690489
1997,8,22,7,49,0,3.764883,1.325716785
1997,5,24,12,144,0,3.765431,1.32586233
1997,0,44,37,1369,0,3.765542,1.325891808
2004,10,18,1,1,0,3.765926,1.325993781
1997,11,23,5,25,0,3.768161,1.326587084
1999,11,50,32,1024,0,3.768658,1.32671897
2003,9,19,3,9,1,3.769157,1.326851369
2003,9,27,11,121,0,3.769418,1.326920613
1999,1,47,39,1521,0,3.770285,1.327150595
1999,12,21,2,4,0,3.771461,1.32746246
1998,2,35,26,676,0,3.771966,1.327596351
2005,11,28,10,100,0,3.772328,1.327692318
2002,6,42,29,841,0,3.772637,1.327774226
2001,7,20,6,36,0,3.772793,1.327815576
1997,9,38,22,484,0,3.77282,1.327822732
2005,12,19,0,0,0,3.772942,1.327855068
2005,10,25,8,64,0,3.773518,1.328007723
1997,11,25,7,49,0,3.774205,1.328189764
1997,13,21,1,1,0,3.774909,1.328376276
1996,12,27,8,64,0,3.774999,1.328400118
2002,6,24,11,121,1,3.778296,1.329273114
1997,9,42,26,676,0,3.778361,1.329290318
2002,12,24,5,25,0,3.778498,1.329326576
1999,14,47,26,676,0,3.778999,1.32945916
1998,6,31,18,324,1,3.779122,1.329491708
2000,9,21,5,25,0,3.779233,1.329521079
1996,4,43,32,1024,0,3.779313,1.329542247
1996,14,26,5,25,0,3.779799,1.329670834
1999,9,27,11,121,0,3.780148,1.329763162
2005,11,19,1,1,1,3.780468,1.329847811
1999,10,23,6,36,0,3.780549,1.329869237
1997,12,30,11,121,0,3.780646,1.329894895
2001,13,21,1,1,1,3.780989,1.329985616
1996,13,23,3,9,0,3.781335,1.330077122
2005,12,20,1,1,0,3.781483,1.330116261
2005,13,22,2,4,1,3.782036,1.330262489
1998,10,31,14,196,1,3.782081,1.330274387
1998,7,42,28,784,0,3.782135,1.330288665
2005,10,30,13,169,0,3.782298,1.330331761
2005,11,35,17,289,1,3.782687,1.330434604
2002,2,50,41,1681,1,3.783072,1.330536378
1998,2,31,22,484,0,3.783595,1.330674616
2000,9,25,9,81,0,3.783903,1.330756017
1999,8,32,17,289,0,3.784034,1.330790636
2004,8,20,5,25,1,3.784315,1.330864893
1997,11,47,29,841,1,3.786391,1.331413323
2002,8,40,25,625,1,3.786791,1.331518959
1997,13,23,3,9,0,3.787315,1.331657325
2005,11,28,10,100,0,3.787465,1.33169693
1999,3,49,39,1521,0,3.788146,1.331876717
2000,12,21,2,4,0,3.788647,1.332008963
2000,12,22,3,9,1,3.789489,1.332231182
1996,11,39,21,441,0,3.790037,1.332375782
2004,10,20,3,9,0,3.79026,1.332434618
1996,3,39,29,841,1,3.790274,1.332438312
2003,11,18,0,0,1,3.79064,1.33253487
2002,5,22,10,100,0,3.79095,1.332616647
1999,13,20,0,0,0,3.791527,1.33276884
2005,9,23,7,49,0,3.791531,1.332769895
1998,9,34,18,324,0,3.791827,1.332847961
2000,10,27,10,100,1,3.792072,1.332912572
2003,11,47,29,841,0,3.792414,1.333002756
1999,2,50,41,1681,0,3.792417,1.333003547
2003,14,19,-2,4,1,3.792646,1.333063929
1999,5,43,31,961,0,3.793096,1.333182572
2000,14,25,4,16,0,3.795192,1.333735002
1997,7,40,26,676,0,3.796475,1.334073005
1997,9,18,2,4,0,3.798964,1.334728398
2005,14,28,7,49,1,3.79957,1.334887902
1998,12,23,4,16,0,3.800775,1.335204993
2005,15,32,10,100,1,3.800956,1.335252614
2003,10,40,23,529,0,3.80133,1.335351005
1996,10,23,6,36,0,3.801617,1.335426503
2005,10,24,7,49,0,3.802112,1.335556702
1999,13,28,8,64,0,3.802177,1.335573797
1998,13,41,21,441,0,3.803073,1.335809424
2000,11,26,8,64,0,3.803849,1.336013449
1999,2,45,36,1296,0,3.804083,1.336074964
1998,10,37,20,400,0,3.804571,1.336203239
1997,6,28,15,225,0,3.805261,1.336384583
2005,7,21,7,49,0,3.805821,1.336531737
2005,13,42,22,484,0,3.805916,1.336556698
1996,4,50,39,1521,0,3.805937,1.336562216
1999,3,33,23,529,0,3.806135,1.336614239
2005,7,45,31,961,1,3.806276,1.336651283
2000,11,29,11,121,0,3.806359,1.336673089
2002,9,21,5,25,0,3.806395,1.336682547
2000,11,35,17,289,1,3.806417,1.336688327
1996,5,19,7,49,0,3.806765,1.336779747
2000,9,31,15,225,0,3.809533,1.337506609
1997,7,47,33,1089,0,3.80988,1.337597693
2004,12,20,1,1,0,3.810306,1.337709501
1997,13,21,1,1,0,3.81047,1.337752541
1999,6,43,30,900,0,3.811204,1.33794515
1998,1,41,33,1089,0,3.811645,1.338060854
1998,10,35,18,324,1,3.811738,1.338085253
1996,7,33,19,361,0,3.812137,1.338189924
1996,10,34,17,289,1,3.812157,1.338195171
1999,0,50,43,1849,0,3.8125,1.338285142
2000,12,25,6,36,1,3.813021,1.338421788
1999,11,34,16,256,0,3.813181,1.338463749
1997,12,23,4,16,0,3.813915,1.338656221
1996,7,20,6,36,0,3.813983,1.33867405
2005,5,23,11,121,0,3.814031,1.338686635
2005,8,37,22,484,1,3.814172,1.338723603
1998,2,43,34,1156,0,3.814596,1.338834761
1999,6,44,31,961,0,3.815416,1.339049702
2000,13,18,-2,4,1,3.815515,1.339075649
2002,6,44,31,961,1,3.815763,1.339140645
2003,7,41,27,729,0,3.816237,1.339264859
2003,10,34,17,289,0,3.816596,1.339358926
1996,8,32,17,289,0,3.817667,1.339639503
1998,4,43,32,1024,0,3.817706,1.339649719
1999,10,41,24,576,0,3.817735,1.339657315
2002,10,22,5,25,1,3.817741,1.339658886
2003,13,46,26,676,0,3.817956,1.339715201
2005,11,48,30,900,0,3.818137,1.339762607
2002,9,34,18,324,0,3.818399,1.339831225
1997,13,26,6,36,0,3.818792,1.339934142
1996,14,45,24,576,0,3.818903,1.339963209
1996,5,47,35,1225,0,3.820678,1.340427894
2003,9,18,2,4,0,3.821126,1.340545144
2000,10,42,25,625,0,3.821349,1.340603502
1996,16,22,-1,1,0,3.822713,1.34096038
1999,9,36,20,400,0,3.822949,1.341022114
1998,9,21,5,25,0,3.823071,1.341054026
2003,7,35,21,441,1,3.823141,1.341072336
2002,10,48,31,961,1,3.8235,1.341166234
2001,11,31,13,169,0,3.823634,1.341201279
1999,8,18,3,9,0,3.823987,1.341293596
1997,15,24,2,4,0,3.824002,1.341297518
1998,6,27,14,196,0,3.82433,1.341383289
1999,4,29,18,324,0,3.824411,1.341404468
2002,10,20,3,9,0,3.824564,1.341444474
2002,11,33,15,225,1,3.825931,1.341801836
2000,8,27,12,144,1,3.826248,1.341884689
2001,6,33,20,400,0,3.826797,1.342028161
2003,12,48,29,841,0,3.827063,1.342097668
1996,11,20,2,4,0,3.827439,1.342195911
1997,16,21,-2,4,0,3.827584,1.342233795
1999,7,26,12,144,0,3.828318,1.342425542
1999,11,46,28,784,0,3.829135,1.342638929
1997,11,37,19,361,0,3.830249,1.342929814
2002,12,29,10,100,1,3.830619,1.343026409
1997,12,19,0,0,0,3.830635,1.343030586
2003,12,25,6,36,1,3.831387,1.343226879
2000,9,40,24,576,0,3.831625,1.343288995
2000,7,31,17,289,0,3.83236,1.343480801
1999,14,34,13,169,0,3.832511,1.343520202
2005,3,49,39,1521,0,3.832822,1.343601346
1998,11,46,28,784,0,3.833273,1.343719007
1996,5,25,13,169,0,3.833332,1.343734399
2000,8,39,24,576,0,3.834034,1.343917513
2004,3,37,27,729,0,3.834332,1.343995235
2005,9,20,4,16,0,3.834398,1.344012447
2003,12,40,21,441,0,3.834425,1.344019489
2000,8,30,15,225,0,3.834528,1.34404635
1999,13,24,4,16,0,3.834604,1.34406617
1999,5,44,32,1024,0,3.835388,1.344270603
1999,10,34,17,289,0,3.83623,1.344490114
2000,4,29,18,324,0,3.836785,1.344634776
2002,13,20,0,0,0,3.837091,1.344714527
1996,11,39,21,441,0,3.839206,1.345265574
1996,6,38,25,625,1,3.840177,1.345518459
1997,10,38,21,441,0,3.840467,1.345593974
2002,14,49,28,784,1,3.842321,1.346076611
1999,12,26,7,49,1,3.84276,1.346190858
2002,14,36,15,225,0,3.843094,1.346277771
2003,2,37,28,784,0,3.843098,1.346278812
1999,7,24,10,100,0,3.843101,1.346279593
2004,15,39,17,289,1,3.843516,1.346387573
2003,1,47,39,1521,0,3.844344,1.346602977
2001,10,31,14,196,1,3.844532,1.346651879
1997,11,21,3,9,1,3.844547,1.346655781
2001,6,41,28,784,1,3.845073,1.346792588
2000,10,19,2,4,0,3.845908,1.347009726
1999,11,50,32,1024,0,3.846382,1.347132966
1996,11,29,11,121,1,3.846557,1.347178462
2002,9,37,21,441,1,3.846611,1.347192501
1999,5,50,38,1444,0,3.846789,1.347238774
2003,5,48,36,1296,0,3.847085,1.347315719
2002,10,22,5,25,0,3.847087,1.347316239
2000,3,33,23,529,0,3.84884,1.347771804
2000,11,25,7,49,0,3.851943,1.348577696
1998,15,24,2,4,1,3.852633,1.348756811
1998,8,39,24,576,0,3.853006,1.348853623
2001,13,23,3,9,1,3.853488,1.348978712
1998,4,50,39,1521,1,3.853538,1.348991687
1999,4,49,38,1444,0,3.853612,1.34901089
2003,14,18,-3,9,1,3.854746,1.349305116
1999,8,25,10,100,0,3.854752,1.349306673
1999,9,26,10,100,0,3.854881,1.349340138
2005,7,34,20,400,0,3.855926,1.349611186
2004,14,30,9,81,0,3.856071,1.349648789
2005,13,43,23,529,0,3.856146,1.349668239
2000,11,19,1,1,0,3.856467,1.349751479
1996,16,47,24,576,0,3.857544,1.350030712
1996,14,28,7,49,1,3.858787,1.350352885
1999,9,50,34,1156,0,3.858799,1.350355995
1999,10,41,24,576,0,3.858885,1.350378282
2002,10,39,22,484,0,3.861446,1.351041725
2004,7,42,28,784,0,3.861729,1.351115011
1998,12,25,6,36,0,3.862417,1.351293153
1998,8,18,3,9,1,3.862826,1.35139904
1998,7,40,26,676,0,3.862978,1.351438389
2004,14,44,23,529,0,3.863319,1.351526659
1996,5,39,27,729,0,3.8635,1.351573508
2005,11,43,25,625,1,3.864486,1.351828685
2003,13,30,10,100,1,3.86517,1.352005666
2003,15,34,12,144,0,3.866848,1.352439705
1997,6,44,31,961,0,3.867207,1.352532541
2000,12,36,17,289,0,3.867329,1.352564088
1998,11,20,2,4,0,3.867779,1.35268044
1996,0,43,36,1296,0,3.867996,1.352736543
1999,7,19,5,25,0,3.868263,1.352805569
1996,2,44,35,1225,0,3.868484,1.352862699
1999,1,46,38,1444,0,3.868978,1.352990389
2001,12,34,15,225,0,3.869479,1.353119873
2000,7,50,36,1296,0,3.870101,1.353280605
2004,13,19,-1,1,0,3.870856,1.353475671
1999,5,32,20,400,0,3.870898,1.353486521
1998,3,50,40,1600,0,3.870954,1.353500988
2005,8,19,4,16,0,3.872966,1.354020622
2000,1,21,13,169,0,3.87346,1.354148164
1998,4,42,31,961,1,3.873533,1.35416701
1999,9,29,13,169,1,3.873847,1.35424807
1999,9,42,26,676,0,3.873871,1.354254266
2003,13,28,8,64,0,3.873883,1.354257363
2003,8,37,22,484,0,3.87422,1.354344352
1998,1,50,42,1764,0,3.874263,1.354355451
1998,13,26,6,36,0,3.875172,1.354590049
2002,10,44,27,729,0,3.875194,1.354595726
2005,11,18,0,0,0,3.876501,1.354932943
2000,13,23,3,9,0,3.876505,1.354933974
1998,1,50,42,1764,0,3.876813,1.355013424
1998,9,40,24,576,0,3.8769,1.355035865
1998,14,31,10,100,0,3.877845,1.355279587
1996,2,48,39,1521,1,3.877855,1.355282166
2001,12,42,23,529,1,3.878249,1.355383763
2000,8,41,26,676,0,3.87876,1.355515515
2000,8,50,35,1225,0,3.879347,1.355666841
1996,9,34,18,324,0,3.879992,1.355833092
2000,15,40,18,324,0,3.880187,1.355883348
2000,12,50,31,961,0,3.880443,1.355949322
1996,14,20,-1,1,1,3.882203,1.356402776
2005,10,19,2,4,1,3.882253,1.356415655
2003,1,45,37,1369,1,3.883764,1.356804786
1998,6,39,26,676,0,3.883845,1.356825642
1997,6,41,28,784,0,3.884393,1.35696673
1997,11,20,2,4,0,3.884594,1.357018474
1997,3,27,17,289,0,3.885016,1.357127102
1997,5,47,35,1225,0,3.885627,1.357284361
2002,8,34,19,361,0,3.886609,1.357537055
1999,7,19,5,25,1,3.887894,1.357867623
1998,6,19,6,36,0,3.889277,1.358223279
1998,8,40,25,625,0,3.889337,1.358238706
2000,13,23,3,9,0,3.889632,1.358314552
1996,0,49,42,1764,0,3.890317,1.358490645
1997,5,45,33,1089,0,3.891172,1.358710398
1998,6,35,22,484,0,3.89125,1.358730443
2003,7,39,25,625,0,3.891857,1.358886422
1999,3,49,39,1521,0,3.892536,1.359060873
1997,13,22,2,4,0,3.893049,1.359192655
2003,9,27,11,121,0,3.893336,1.359266374
1997,1,48,40,1600,0,3.893437,1.359292315
2001,3,45,35,1225,0,3.893465,1.359299507
1997,6,37,24,576,0,3.894071,1.35945514
2003,12,46,27,729,1,3.894636,1.359600222
2000,11,36,18,324,0,3.895006,1.35969522
1997,10,39,22,484,0,3.895222,1.359750674
2002,2,35,26,676,0,3.896998,1.360206513
2004,10,33,16,256,1,3.897462,1.360325572
2003,9,22,6,36,0,3.897509,1.360337631
1996,6,50,37,1369,0,3.897968,1.360455392
1998,8,20,5,25,0,3.898832,1.360677021
2003,2,41,32,1024,1,3.89903,1.360727804
1998,11,20,2,4,0,3.900099,1.361001937
1998,10,18,1,1,0,3.900528,1.361111929
2005,9,36,20,400,0,3.90083,1.361189351
2000,2,45,36,1296,0,3.901088,1.361255489
1998,11,47,29,841,0,3.901446,1.361347254
1998,10,20,3,9,0,3.902052,1.361502569
1996,10,44,27,729,0,3.902451,1.361604817
2003,7,19,5,25,0,3.902629,1.361650429
1999,6,25,12,144,0,3.902864,1.361710643
1999,13,30,10,100,1,3.902865,1.361710899
2003,10,18,1,1,0,3.903131,1.361779052
2000,6,40,27,729,0,3.903349,1.361834903
1997,0,40,33,1089,0,3.904005,1.362002949
2002,12,18,-1,1,0,3.904007,1.362003462
2004,9,30,14,196,0,3.904618,1.362159955
2004,10,21,4,16,0,3.904698,1.362180444
1998,10,25,8,64,0,3.905094,1.362281855
1998,9,28,12,144,0,3.905216,1.362313095
2000,10,46,29,841,0,3.905796,1.362461604
2003,12,40,21,441,1,3.905833,1.362471077
1999,13,37,17,289,0,3.905991,1.362511528
2003,8,21,6,36,0,3.906075,1.362533033
1997,4,34,23,529,0,3.907005,1.362771096
2003,11,26,8,64,1,3.907275,1.3628402
1998,9,28,12,144,0,3.907287,1.362843271
1999,13,20,0,0,0,3.907941,1.363010637
1999,14,23,2,4,0,3.908182,1.363072304
2002,5,48,36,1296,0,3.908225,1.363083307
2000,15,28,6,36,0,3.908567,1.363170811
2001,0,43,36,1296,0,3.909073,1.363300261
1997,8,24,9,81,0,3.909078,1.363301541
1999,11,43,25,625,1,3.909094,1.363305634
1999,11,47,29,841,1,3.909386,1.363380328
1997,7,47,33,1089,0,3.909512,1.363412558
1998,13,49,29,841,0,3.909654,1.363448879
1997,3,42,32,1024,0,3.910429,1.363647087
1996,17,35,11,121,0,3.911221,1.363849601
2000,13,29,9,81,0,3.911484,1.363916842
2000,12,37,18,324,0,3.911544,1.363932181
1996,1,41,33,1089,0,3.911925,1.36402958
2004,3,41,31,961,1,3.912054,1.364062556
2002,10,31,14,196,0,3.912575,1.364195725
1997,7,20,6,36,0,3.912642,1.364212849
1997,7,42,28,784,1,3.912986,1.364300765
2005,4,23,12,144,0,3.913266,1.364372319
2003,9,45,29,841,0,3.913933,1.364542751
1998,13,46,26,676,1,3.914004,1.364560891
1998,9,50,34,1156,0,3.915223,1.364872288
2004,9,20,4,16,0,3.915956,1.365059489
2004,11,33,15,225,1,3.916218,1.365126392
1996,3,36,26,676,0,3.917603,1.365479987
2000,13,25,5,25,0,3.918166,1.365623687
1998,12,33,14,196,0,3.918588,1.365731385
1999,11,29,11,121,0,3.918647,1.365746441
1999,13,49,29,841,0,3.919851,1.366053643
1998,8,20,5,25,0,3.919929,1.366073541
1998,4,50,39,1521,0,3.920201,1.366142928
1998,11,33,15,225,0,3.920539,1.366229144
1998,9,37,21,441,1,3.920871,1.366313823
1999,11,39,21,441,0,3.921442,1.366459443
1998,8,34,19,361,0,3.921744,1.366536453
2000,7,45,31,961,0,3.922672,1.366773054
1999,10,36,19,361,0,3.923874,1.367079431
1998,9,27,11,121,0,3.923923,1.367091919
2003,11,20,2,4,0,3.923947,1.367098035
2002,9,47,31,961,0,3.923964,1.367102367
1999,12,35,16,256,1,3.925763,1.367560727
1997,8,26,11,121,0,3.926878,1.367844708
2002,7,32,18,324,0,3.92702,1.367880869
1999,9,22,6,36,0,3.928342,1.368217454
1996,6,23,10,100,0,3.928698,1.368308073
2000,5,23,11,121,0,3.928717,1.368312909
1999,10,46,29,841,0,3.929021,1.368390285
1999,9,26,10,100,0,3.929305,1.368462565
2003,10,39,22,484,0,3.929445,1.368498195
2003,11,37,19,361,0,3.929678,1.368557489
2005,7,19,5,25,1,3.929713,1.368566395
1999,6,35,22,484,0,3.929715,1.368566904
2000,7,40,26,676,0,3.929722,1.368568685
2003,14,23,2,4,0,3.929859,1.368603547
1997,13,27,7,49,0,3.930379,1.368735859
1998,12,33,14,196,0,3.930824,1.368849073
2005,7,20,6,36,1,3.930933,1.368876802
2003,13,20,0,0,1,3.930958,1.368883162
2003,10,24,7,49,1,3.931112,1.368922338
1997,11,43,25,625,0,3.931331,1.368978045
1997,3,42,32,1024,0,3.932248,1.369211273
1996,10,35,18,324,0,3.932535,1.369284256
1996,10,37,20,400,0,3.932535,1.369284256
2002,12,20,1,1,0,3.933113,1.369431224
1998,11,42,24,576,0,3.933389,1.369501395
1999,8,25,10,100,0,3.933679,1.36957512
1999,7,38,24,576,0,3.933756,1.369594695
1996,14,19,-2,4,0,3.933887,1.369627996
1997,7,28,14,196,0,3.934599,1.369808971
1997,9,37,21,441,0,3.935434,1.370021168
1998,12,42,23,529,0,3.935498,1.37003743
1999,4,19,8,64,0,3.936127,1.370197245
2002,1,38,30,900,0,3.936337,1.370250595
2003,8,47,32,1024,0,3.93769,1.370594257
1998,8,42,27,729,0,3.938634,1.370833963
1997,4,48,37,1369,0,3.939053,1.370940339
1999,8,21,6,36,0,3.939355,1.371017004
1997,3,48,38,1444,0,3.939569,1.371071326
2002,12,23,4,16,1,3.940635,1.371341878
2000,11,41,23,529,0,3.940775,1.371377404
2000,6,37,24,576,0,3.940828,1.371390854
2003,11,34,16,256,0,3.941112,1.371462917
1998,12,42,23,529,0,3.941198,1.371484738
1996,10,48,31,961,0,3.941346,1.371522289
1999,10,37,20,400,0,3.941476,1.371555272
1999,10,23,6,36,0,3.941694,1.37161058
1996,7,27,13,169,0,3.941833,1.371645844
1999,8,49,34,1156,0,3.943161,1.371982686
1997,4,36,25,625,0,3.943501,1.372068907
2003,11,34,16,256,0,3.943502,1.372069161
2002,10,19,2,4,0,3.943646,1.372105676
1997,13,24,4,16,0,3.9437,1.372119369
1996,13,29,9,81,0,3.945039,1.37245884
1998,12,32,13,169,0,3.94563,1.372608637
2001,5,47,35,1225,1,3.946102,1.372728256
2004,9,19,3,9,1,3.946625,1.372860783
1998,14,30,9,81,0,3.946724,1.372885868
1998,3,44,34,1156,0,3.946936,1.372939582
1997,10,21,4,16,0,3.946957,1.372944902
1996,7,34,20,400,0,3.947163,1.372997093
2003,13,26,6,36,0,3.947899,1.373183539
1997,11,48,30,900,0,3.94827,1.373277508
2002,9,41,25,625,0,3.948292,1.37328308
1999,8,22,7,49,0,3.94847,1.373328162
1997,9,37,21,441,0,3.948931,1.373444909
2000,13,23,3,9,0,3.95083,1.373925683
1999,9,25,9,81,0,3.951051,1.373981619
1996,11,49,31,961,0,3.951096,1.373993009
2001,7,21,7,49,0,3.952666,1.374390288
2000,13,38,18,324,0,3.952906,1.374451005
1996,13,37,17,289,0,3.953268,1.374542579
2003,6,44,31,961,1,3.95395,1.374715079
2000,11,33,15,225,0,3.954002,1.374728231
2002,2,18,9,81,1,3.95469,1.374902216
2004,13,41,21,441,0,3.954916,1.374959362
1998,4,46,35,1225,0,3.95578,1.3751778
1998,10,40,23,529,0,3.956158,1.375273352
1999,13,19,-1,1,0,3.956186,1.37528043
2000,11,29,11,121,0,3.956252,1.375297112
1998,9,48,32,1024,0,3.956464,1.375350697
1996,7,21,7,49,0,3.956577,1.375379258
1998,10,20,3,9,0,3.957346,1.375573599
1998,3,44,34,1156,0,3.957664,1.375653952
1997,10,32,15,225,0,3.958213,1.375792661
1998,15,22,0,0,0,3.958324,1.375820703
1997,12,27,8,64,0,3.958466,1.375856576
2003,11,22,4,16,0,3.958692,1.375913668
1998,7,18,4,16,1,3.958721,1.375920993
1999,8,41,26,676,0,3.961554,1.376636373
1997,10,43,26,676,0,3.961861,1.376713864
1999,5,20,8,64,0,3.962389,1.376847126
1999,7,38,24,576,0,3.964863,1.377471302
1999,12,48,29,841,1,3.965505,1.377633211
2002,11,39,21,441,1,3.966432,1.37786695
1997,8,50,35,1225,0,3.966525,1.377890397
1998,6,45,32,1024,0,3.96693,1.377992496
1999,15,39,17,289,0,3.96749,1.378133653
1998,6,48,35,1225,0,3.96754,1.378146255
1997,4,45,34,1156,0,3.968221,1.378317883
1997,13,28,8,64,0,3.968306,1.378339303
2003,14,35,14,196,0,3.968359,1.378352659
1999,13,41,21,441,0,3.968686,1.378435058
2004,10,35,18,324,0,3.968905,1.378490238
2002,15,21,-1,1,0,3.969118,1.378543904
1996,11,43,25,625,0,3.969149,1.378551714
2003,8,20,5,25,1,3.9692,1.378564563
2002,6,41,28,784,0,3.969209,1.378566831
2004,16,48,25,625,1,3.969437,1.378624271
1998,13,20,0,0,0,3.969762,1.378706143
1999,4,32,21,441,0,3.970374,1.378860297
1996,1,46,38,1444,0,3.971161,1.379058495
1998,8,21,6,36,0,3.971407,1.37912044
2000,5,48,36,1296,0,3.971426,1.379125224
1999,5,39,27,729,0,3.971562,1.379159468
1999,9,26,10,100,0,3.97199,1.379267229
1996,10,26,9,81,0,3.972147,1.379306755
1998,11,48,30,900,0,3.972523,1.379401409
2001,7,34,20,400,0,3.972743,1.379456788
2003,7,20,6,36,0,3.972826,1.37947768
2000,10,21,4,16,0,3.975358,1.380114807
1998,5,48,36,1296,0,3.976148,1.380313511
2004,15,18,-4,16,0,3.976299,1.380351487
2005,8,29,14,196,1,3.976489,1.380399269
1999,4,40,29,841,0,3.976694,1.380450821
2001,10,44,27,729,1,3.977102,1.380553413
1997,6,47,34,1156,0,3.977334,1.380611746
1996,4,43,32,1024,0,3.978024,1.380785214
1996,14,50,29,841,0,3.979931,1.381264482
2002,18,21,-4,16,0,3.981278,1.381602873
2002,14,42,21,441,0,3.981483,1.381654363
1998,10,20,3,9,0,3.981966,1.381775667
1997,3,45,35,1225,0,3.982236,1.381843471
1999,10,42,25,625,0,3.982553,1.381923071
1997,3,43,33,1089,0,3.982887,1.382006933
1996,9,49,33,1089,1,3.983036,1.382044343
2003,12,29,10,100,0,3.983444,1.382146772
1996,14,23,2,4,0,3.983461,1.382151039
1998,12,23,4,16,0,3.984149,1.382323739
1998,10,22,5,25,0,3.984609,1.382439189
1999,6,50,37,1369,0,3.984664,1.382452993
2000,8,36,21,441,0,3.98559,1.382685356
1997,6,37,24,576,0,3.985897,1.382762381
2004,14,40,19,361,0,3.986164,1.382829365
2000,9,22,6,36,0,3.986173,1.382831623
2001,7,40,26,676,1,3.986654,1.382952283
2003,13,19,-1,1,0,3.987619,1.383194311
1996,17,28,4,16,0,3.988293,1.38336332
2005,11,43,25,625,0,3.988742,1.383475893
1996,14,40,19,361,0,3.989041,1.383550851
2002,8,48,33,1089,1,3.989114,1.383569151
1999,13,26,6,36,0,3.990148,1.383828323
1997,2,44,35,1225,0,3.990398,1.383890975
1998,4,49,38,1444,0,3.99108,1.384061871
2003,11,19,1,1,1,3.991375,1.384135783
