"year","educ","age","exp","income","non_white","exp_sq"
1999,5,50,38,3.846789,0,1444
1996,8,47,32,8.996342,0,1024
1997,12,48,29,10.83011,0,841
1998,10,49,32,9.101246,0,1024
1999,9,50,34,10.06027,0,1156
1996,8,21,6,4.079435,0,36
1997,11,22,4,4.485669,0,16
1998,6,23,10,4.330836,0,100
1999,11,24,6,5.185395,0,36
2000,11,25,7,5.166416,0,49
2002,8,27,12,5.72548,0,144
2003,9,28,12,6.101299,0,144
2004,6,29,16,6.776002,0,256
2005,8,30,15,6.843281,0,225
1997,12,18,-1,3.020147,0,1
1998,12,19,0,3.270678,0,0
1996,9,36,20,6.128668,0,400
1997,12,37,18,6.197366,0,324
1998,12,38,19,8.764959,0,361
1999,11,39,21,8.420918,0,441
2000,10,40,23,9.535121,0,529
2002,12,42,23,11.44637,0,529
2003,9,43,27,5.380353,0,729
2004,12,44,25,10.72637,0,625
2005,14,45,24,11.63343,0,576
1996,10,45,28,9.515326,0,784
1996,11,42,24,5.218672,0,576
1997,11,43,25,6.642135,0,625
1998,16,44,21,6.74567,0,441
1999,16,45,22,6.39994,0,484
2000,14,46,25,4.534622,0,625
2002,9,48,32,5.370658,0,1024
2003,11,49,31,6.659817,0,961
2004,11,50,32,4.940464,0,1024
1997,10,18,1,3.409774,0,1
1998,13,19,-1,2.545274,0,1
2000,9,21,5,1.286898,0,25
2000,10,21,4,5.808587,0,16
2002,14,23,2,9.192188,0,4
2003,15,24,2,11.81384,0,4
2004,12,25,6,10.78761,0,36
2005,12,26,7,9.588606,0,49
1998,14,18,-3,1.710409,0,9
1999,12,19,0,4.549165,0,0
2000,10,20,3,4.78526,0,9
2002,11,22,4,,0,16
2004,10,24,7,,0,49
2004,13,19,-1,.7634763,0,1
2005,13,20,0,6.772279,0,0
1996,2,31,22,1.333135,0,484
1997,5,32,20,2.753954,0,400
1998,6,33,20,5.282105,0,400
1999,6,34,21,6.310042,0,441
2000,13,35,15,6.750709,0,225
2002,10,37,20,7.135305,0,400
2003,13,38,18,8.517703,0,324
2004,14,39,18,7.093022,0,324
2005,9,40,24,14.07772,0,576
1996,10,27,10,3.457107,0,100
2000,11,31,13,2.879727,0,169
2000,9,31,15,3.809533,0,225
2002,8,33,18,4.059835,0,324
2003,9,34,18,4.710196,0,324
2004,6,35,22,4.439512,0,484
2005,10,36,19,6.022372,0,361
2005,12,18,-1,1.223306,0,1
2000,4,41,30,1.018184,0,900
2003,15,23,1,8.328528,0,1
2000,5,18,6,2.431828,0,36
2003,10,21,4,,0,16
2004,9,22,6,,0,36
2003,10,19,2,3.735711,0,4
2004,15,20,-2,4.35867,0,4
2005,12,21,2,4.79004,0,4
2005,11,18,0,5.648866,0,0
1996,14,35,14,10.73533,0,196
1997,16,36,13,11.94178,0,169
1998,14,37,16,11.0681,0,256
1999,11,38,20,11.51251,0,400
2000,11,39,21,13.9101,0,441
1996,14,27,6,5.764637,1,36
1997,13,28,8,5.315376,1,64
1998,16,29,6,6.274442,1,36
1999,15,30,8,6.180276,1,64
2000,11,31,13,5.305996,1,169
2002,11,33,15,6.257972,1,225
2003,13,34,14,7.302267,1,196
2004,18,35,10,10.9064,1,100
2005,17,36,12,4.814651,1,144
1996,11,45,27,12.24832,0,729
1997,16,46,23,11.60213,0,529
1998,15,47,25,8.333258,0,625
1999,14,48,27,11.84356,0,729
2000,15,49,27,13.30761,0,729
1996,10,41,24,7.1532,0,576
1997,11,42,24,10.82385,0,576
1998,16,43,20,14.87866,0,400
1999,15,45,23,10.19355,0,529
2000,13,45,25,10.81186,0,625
2002,16,47,24,10.31193,0,576
2003,14,48,27,7.16847,0,729
2004,13,49,29,4.431319,0,841
2005,13,50,30,6.727088,0,900
1996,10,50,33,2.152405,0,1089
2002,10,20,3,3.824564,0,9
2002,12,18,-1,2.936275,0,1
2003,10,19,2,4.679812,0,4
2004,8,47,32,5.047068,0,1024
1996,10,42,25,16.61161,0,625
1997,11,43,25,16.68587,0,625
1998,10,44,27,11.97395,0,729
1999,15,45,23,24.42645,0,529
2000,16,46,23,24.99244,0,529
2002,11,48,30,29.9,0,900
2003,10,49,32,26.25724,0,1024
2004,10,50,33,26.45021,0,1089
1996,11,40,22,3.691087,0,484
1997,8,41,26,3.69423,0,676
1998,12,42,23,3.935498,0,529
1999,12,43,24,4.159101,0,576
2000,7,44,30,4.163098,0,900
2002,15,46,24,4.685773,0,576
2003,9,47,31,6.039314,0,961
2004,10,48,31,5.476547,0,961
2005,9,49,33,6.079461,0,1089
2003,14,22,1,1.031261,0,1
2004,16,23,0,7.131228,0,0
2005,13,24,4,11.56247,0,16
1996,15,39,17,12.6119,1,289
1997,12,40,21,10.52337,1,441
1998,16,41,18,15.69382,1,324
1999,12,42,23,13.37785,1,529
2003,17,46,22,21.26417,1,484
2003,17,47,23,22.30894,1,529
2004,12,47,28,21.53083,1,784
2005,15,49,27,14.76379,1,729
1996,7,39,25,7.43528,0,625
1997,12,40,21,8.968172,0,441
1998,8,41,26,9.487143,0,676
1999,11,42,24,9.603941,0,576
2000,11,43,25,12.39446,0,625
2002,12,45,26,9.917348,0,676
2003,8,46,31,11.1164,0,961
2004,7,47,33,9.635071,0,1089
2005,11,48,30,13.47481,0,900
1996,10,45,28,10.40254,0,784
1997,15,46,24,11.10755,0,576
1998,11,47,29,11.34729,0,841
1999,12,48,29,10.5296,0,841
2000,14,49,28,10.26145,0,784
1996,8,43,28,4.17137,0,784
1997,11,44,26,4.467582,0,676
1998,11,45,27,4.474937,0,729
1999,10,46,29,.0914596,0,841
2000,11,47,29,5.1308,0,841
2002,13,49,29,6.775233,0,841
2003,9,50,34,7.873123,0,1156
1996,15,19,-3,2.367773,0,9
1997,13,21,1,4.291067,0,1
1998,9,22,6,4.849369,0,36
1999,12,23,4,5.270805,0,16
2000,16,24,1,9.569113,0,1
2003,14,27,6,6.192329,0,36
2004,16,28,5,10.05126,0,25
1998,8,18,3,2.611362,0,9
1999,11,19,1,2.56926,0,1
2002,10,22,5,4.598231,0,25
2003,9,23,7,6.502094,0,49
2004,14,19,-2,2.817039,0,4
2005,8,20,5,4.423267,0,25
1997,6,29,16,4.307893,0,256
2000,12,24,5,0,1,25
2002,14,26,5,9.946779,1,25
2003,18,27,2,13.58573,1,4
2004,15,28,6,14.7115,1,36
2005,17,29,5,18.41564,1,25
1996,13,50,30,11.01034,0,900
1997,11,24,6,1.352554,0,36
1999,12,25,6,8.330338,0,36
1999,8,26,11,9.423479,0,121
2000,11,27,9,10.856,0,81
2002,15,28,6,10.15117,0,36
2003,12,29,10,13.65298,0,100
2004,16,30,7,12.44452,0,49
2005,10,31,14,15.2723,0,196
1999,18,23,-2,1.089438,0,4
2000,11,24,6,6.397941,0,36
2002,18,26,1,11.87386,0,1
2003,14,27,6,15.00682,0,36
2004,15,28,6,15.58512,0,36
2005,11,29,11,17.54485,0,121
1996,12,27,8,7.715086,0,64
1997,13,28,8,8.151495,0,64
1998,14,29,8,11.89666,0,64
1999,14,30,9,17.22461,0,81
2003,11,34,16,6.082726,0,256
2004,9,35,19,13.71809,0,361
2005,12,36,17,17.70662,0,289
1996,10,31,14,11.40394,0,196
1997,7,32,18,7.94811,0,324
1998,8,33,18,9.95402,0,324
1999,5,34,22,10.82127,0,484
2000,8,35,20,13.62295,0,400
2002,4,37,26,13.8813,0,676
2003,11,38,20,13.91627,0,400
2004,8,39,24,10.22113,0,576
1997,7,30,16,5.024232,0,256
1998,9,31,15,6.447259,0,225
1999,13,32,12,10.28002,0,144
2000,7,33,19,9.72435,0,361
2002,11,35,17,7.259629,0,289
2003,13,36,16,10.04517,0,256
1996,16,45,22,15.39663,0,484
1997,11,46,28,15.11014,0,784
1998,12,47,28,18.18222,0,784
2000,11,48,30,15.78476,0,900
2000,15,49,27,15.01107,0,729
1996,9,38,22,4.20546,0,484
1997,12,39,20,6.60953,0,400
1998,13,40,20,9.800344,0,400
1999,10,41,24,3.858885,0,576
2002,10,44,27,9.802201,0,729
2003,7,45,31,2.313204,0,961
2004,10,46,29,3.271046,0,841
2005,9,47,31,3.755393,0,961
1996,9,40,24,2.77353,0,576
1999,8,43,28,0,0,784
2002,10,46,29,7.803227,0,841
2003,18,23,-2,11.73499,0,4
2005,14,25,4,3.164016,0,16
2000,8,18,3,3.300606,0,9
2002,7,20,6,2.572553,0,36
2003,11,21,3,8.249114,0,9
2004,10,22,5,8.054263,0,25
2005,9,23,7,7.416121,0,49
1996,11,41,23,10.17008,0,529
1997,10,42,25,11.39752,0,625
1998,15,43,21,11.76383,0,441
1999,10,44,27,15.10939,0,729
2000,9,45,29,14.73296,0,841
2002,12,47,28,12.20035,0,784
2003,13,48,28,9.268739,0,784
2004,15,49,27,7.816317,0,729
2005,14,50,29,10.7063,0,841
1996,6,40,27,6.762575,0,729
1997,2,41,32,6.2981,0,1024
1998,2,42,33,6.766062,0,1089
1999,2,43,34,6.772043,0,1156
2000,6,44,31,7.398037,0,961
2002,4,46,35,8.06306,0,1225
2003,6,47,34,8.299858,0,1156
2004,0,48,41,7.618438,0,1681
2005,2,49,40,8.261452,0,1600
1996,14,21,0,9.137798,0,0
1997,11,22,4,9.759073,0,16
1998,16,23,0,4.226496,0,0
2000,14,25,4,6.816086,0,16
2002,13,27,7,7.959043,0,49
2003,13,28,8,11.87465,0,64
2004,15,29,7,11.42485,0,49
1998,12,18,-1,4.687705,0,1
1999,10,19,2,6.245154,0,4
2000,10,20,3,5.374405,0,9
2002,10,22,5,8.601868,0,25
1996,9,33,17,,0,289
1999,12,35,16,23.95685,0,256
2000,12,37,18,25.24863,0,324
2002,8,39,24,16.65463,0,576
2005,12,42,23,9.644125,0,529
1998,5,48,36,2.192378,0,1296
1999,1,49,41,5.756917,0,1681
1996,12,38,19,5.536307,0,361
1997,9,39,23,16.69102,0,529
1998,12,40,21,11.44338,0,441
2000,10,42,25,12.42711,0,625
2002,11,44,26,10.34172,0,676
2003,7,45,31,11.79669,0,961
2004,12,46,27,12.09787,0,729
2005,12,47,28,12.19922,0,784
1996,10,35,18,9.413043,0,324
1997,12,36,17,6.645792,0,289
1998,10,37,20,3.655066,0,400
1999,9,38,22,7.085371,0,484
2000,16,39,16,8.742602,0,256
2002,13,41,21,11.45152,0,441
2003,14,42,21,11.72028,0,441
2004,16,43,20,15.84907,0,400
2005,12,44,25,16.73972,0,625
2000,4,34,23,0,0,529
1996,14,32,11,12.96514,0,121
1997,16,33,10,11.962,0,100
1998,14,34,13,6.051358,0,169
1999,10,35,18,14.86973,0,324
2000,14,36,15,9.748911,0,225
2002,12,38,19,16.73027,0,361
2003,14,39,18,19.81165,0,324
2004,10,40,23,20.67013,0,529
2005,14,41,20,22.51623,0,400
1996,11,35,17,6.13341,0,289
1997,12,36,17,7.487688,0,289
1998,12,37,18,6.69777,0,324
1999,16,38,15,9.074012,0,225
2000,12,39,20,7.824733,0,400
2002,13,41,21,9.304653,0,441
2003,11,42,24,7.80696,0,576
2004,12,43,24,9.011241,0,576
2005,9,44,28,9.937367,0,784
1996,9,27,11,4.724627,0,121
1997,2,28,19,5.552006,0,361
1999,6,30,17,4.229397,0,289
2001,5,32,20,5.085248,0,400
2002,7,33,19,8.855264,0,361
2003,3,34,24,8.340029,0,576
2004,6,35,22,6.65732,0,484
2005,2,36,27,11.88458,0,729
1997,7,18,4,.5105525,0,16
1998,10,19,2,2.994714,0,4
1999,10,20,3,3.057281,0,9
1996,12,40,21,15.93199,0,441
1997,12,41,22,16.2888,0,484
1998,14,42,21,19.63523,0,441
1999,11,43,25,18.78947,0,625
2000,11,44,26,17.59727,0,676
2002,18,46,21,20.55956,0,441
2003,15,47,25,18.44099,0,625
2004,18,48,23,20.24508,0,529
2005,15,49,27,26.13049,0,729
1996,18,38,13,12.22563,0,169
1997,16,39,16,12.33431,0,256
1998,12,40,21,16.82918,0,441
1999,12,41,22,13.48251,0,484
2000,17,42,18,12.8718,0,324
2002,12,44,25,24.44968,0,625
2003,12,45,26,25.31726,0,676
2004,16,46,23,24.48172,0,529
2005,14,47,26,31.71148,0,676
1996,7,26,12,7.62016,0,144
1997,10,27,10,37.80993,0,100
1998,13,28,8,8.539837,0,64
1999,12,29,10,8.292372,0,100
2000,11,30,12,9.57566,0,144
2002,9,32,16,10.6633,0,256
2003,7,33,19,9.991284,0,361
2004,10,34,17,12.09442,0,289
1997,12,47,28,10.08752,0,784
1998,11,49,31,10.86763,0,961
2000,11,50,32,11.94088,0,1024
1997,15,48,26,15.00297,0,676
1998,13,50,30,15.29836,0,900
1998,14,24,3,.3604799,0,9
1999,16,24,1,8.498012,0,1
2000,13,25,5,21.66881,0,25
2002,14,27,6,24.3399,0,36
2005,12,31,12,17.86003,0,144
2002,13,25,5,14.74532,0,25
2003,15,26,4,13.82547,0,16
1996,14,26,5,7.457612,0,25
1997,12,27,8,5.842986,0,64
1999,15,29,7,1.882673,0,49
2000,11,30,12,6.247886,0,144
2002,12,32,13,10.33047,0,169
2004,16,34,11,12.77189,0,121
2005,15,35,13,12.95879,0,169
1996,16,44,21,11.21377,0,441
1997,10,45,28,11.27407,0,784
1998,16,46,23,11.16702,0,529
1999,10,47,30,12.32185,0,900
2000,9,48,32,13.15252,0,1024
2002,12,50,31,15.01981,0,961
1996,7,47,33,6.072497,0,1089
1997,10,48,31,6.203594,0,961
1998,6,49,36,5.645353,0,1296
1999,12,50,31,6.183254,0,961
1997,13,26,6,6.281599,0,36
1996,12,30,11,5.11283,0,121
1997,10,31,14,5.679214,0,196
1998,10,32,15,6.428883,0,225
1999,9,33,17,6.69961,0,289
2000,11,34,16,6.845639,0,256
2002,10,36,19,6.916558,0,361
2003,11,37,19,8.657994,0,361
2004,9,38,22,8.998298,0,484
2005,12,39,20,8.175258,0,400
1996,14,32,11,3.139967,0,121
1997,14,33,12,4.32871,0,144
1998,12,34,15,10.91535,0,225
2000,15,35,13,9.055054,0,169
2000,15,35,13,8.358096,0,169
2002,9,38,22,7.230031,0,484
2003,12,39,20,7.463066,0,400
2004,10,40,23,8.542883,0,529
2005,11,41,23,9.792301,0,529
1996,9,48,32,9.142958,0,1024
1997,12,49,30,10.54187,0,900
1998,13,50,30,11.99325,0,900
1996,16,27,4,6.616817,0,16
1997,11,28,10,6.026658,0,100
1998,11,29,11,6.970734,0,121
2000,10,30,13,8.107751,0,169
2000,10,31,14,.2840675,0,196
2002,13,33,13,8.083672,0,169
2003,12,34,15,9.169856,0,225
2005,12,36,17,14.8969,0,289
1996,5,35,23,7.063935,0,529
1997,9,37,21,11.48932,0,441
1999,10,38,21,2.513963,0,441
2000,5,39,27,8.830826,0,729
2002,7,42,28,7.85071,0,784
2003,5,43,31,6.09827,0,961
2004,7,43,29,6.382349,0,841
2005,11,44,26,7.532521,0,676
1996,9,37,21,8.649969,0,441
1998,11,39,21,9.840299,0,441
1999,11,40,22,10.84208,0,484
2000,11,41,23,9.541505,0,529
2002,9,43,27,12.24989,0,729
2003,8,44,29,13.67248,0,841
2004,13,45,25,12.62759,0,625
2005,7,46,32,11.7384,0,1024
1996,12,48,29,13.85733,0,841
1997,17,49,25,14.79552,0,625
1998,16,50,27,15.95328,0,729
1996,13,24,4,4.581706,0,16
1997,13,25,5,4.983045,0,25
1998,10,26,9,6.481388,0,81
1999,11,27,9,7.710686,0,81
2003,14,31,10,16.54685,0,100
2004,12,32,13,6.66387,0,169
2005,14,33,12,12.57424,0,144
1996,9,22,6,3.457308,0,36
1997,11,23,5,4.439685,0,25
1998,13,24,4,5.515941,0,16
1999,12,25,6,34.38062,0,36
2002,15,28,6,11.34772,0,36
2003,14,29,8,14.82504,0,64
2004,14,30,9,10.19033,0,81
2005,13,31,11,10.10157,0,121
1996,11,44,26,6.466122,0,676
1997,13,45,25,6.404402,0,625
1998,11,46,28,6.160597,0,784
1999,14,47,26,3.778999,0,676
2000,13,48,28,7.588452,0,784
1999,17,45,21,5.233994,0,441
2000,17,46,22,9.902554,0,484
2002,17,48,24,14.64627,0,576
2003,12,49,30,10.94633,0,900
2004,13,50,30,13.55876,0,900
1999,15,19,-3,5.661016,0,9
2004,11,24,6,5.620582,0,36
2005,15,25,3,9.568469,0,9
1997,16,37,14,18.9972,0,196
1998,17,38,14,17.09315,0,196
1999,16,39,16,16.27673,0,256
2000,15,40,18,23.28924,0,324
2002,15,42,20,27.0111,0,400
2003,15,44,22,19.75329,0,484
2004,16,44,21,30.87639,0,441
1997,8,38,23,4.023316,0,529
1999,14,40,19,.4463749,0,361
2000,12,41,22,5.47601,0,484
2002,13,43,23,6.241712,0,529
2003,10,44,27,5.156137,0,729
2004,7,45,31,7.718989,0,961
2005,10,46,29,8.009809,0,841
1996,9,35,19,4.777142,0,361
1997,8,36,21,5.043826,0,441
1998,12,37,18,,0,324
1999,13,38,18,,0,324
1996,0,50,43,6.318641,0,1849
1997,6,50,37,5.718981,0,1369
1996,12,42,23,5.72795,0,529
1997,13,43,23,4.577862,0,529
1998,15,44,22,5.132629,0,484
1999,14,45,24,3.558306,0,576
2000,9,46,30,5.186812,0,900
2002,9,48,32,5.857399,0,1024
2003,15,49,27,6.270294,0,729
2004,11,50,32,8.564383,0,1024
2004,12,18,-1,1.346458,0,1
2005,9,19,3,6.978713,0,9
1997,9,45,29,3.404459,0,841
1998,10,46,29,5.630473,0,841
2000,12,48,29,7.502919,0,841
2002,8,50,35,7.831119,0,1225
1996,7,49,35,15.88164,0,1225
1997,11,50,32,15.70416,0,1024
1997,10,34,17,11.58072,0,289
1997,12,34,15,13.04552,0,225
1998,15,35,13,10.40796,0,169
1999,10,37,20,13.39681,0,400
2000,14,37,16,7.723593,0,256
2002,15,39,17,15.52952,0,289
2003,10,41,24,16.49193,0,576
2004,14,41,20,20.66454,0,400
2005,15,42,20,21.00786,0,400
1996,15,34,12,12.13367,0,144
1998,12,36,17,12.94175,0,289
1999,12,37,18,13.22671,0,324
2000,17,38,14,12.87392,0,196
2002,17,40,16,17.59665,0,256
2003,15,41,19,16.68178,0,361
2004,12,42,23,21.66949,0,529
2005,13,43,23,15.14519,0,529
1996,7,48,34,5.876079,0,1156
1997,5,49,37,8.032009,0,1369
1998,0,50,43,8.291509,0,1849
1996,2,48,39,4.447002,0,1521
1997,7,48,34,4.252508,0,1156
1997,12,28,9,14.7954,0,81
1998,16,29,6,12.35755,0,36
1999,13,30,10,9.341748,0,100
2000,14,31,10,8.328439,0,100
2002,10,33,16,9.789946,0,256
1996,12,36,17,12.58264,0,289
1997,12,37,18,15.72781,0,324
1998,12,38,19,18.85514,0,361
1999,12,39,20,22.06505,0,400
2000,14,40,19,23.17439,0,361
2002,14,42,21,17.85115,0,441
2003,16,43,20,24.57371,0,400
2004,14,44,23,22.04955,0,529
2005,17,45,21,43.35505,0,441
1996,8,50,35,6.122478,0,1225
1996,15,21,-1,4.654205,0,1
1997,9,22,6,6.967559,0,36
1999,16,24,1,7.886698,0,1
2000,10,25,8,8.011294,0,64
2002,13,27,7,11.94126,0,49
2003,14,28,7,14.74867,0,49
2004,13,29,9,17.15445,0,81
2005,11,30,12,12.06881,0,144
1996,14,46,25,7.541015,0,625
1997,15,47,25,7.663962,0,625
1998,10,48,31,7.906505,0,961
1999,13,49,29,6.836052,0,841
2000,12,50,31,7.388823,0,961
1998,11,22,4,3.418604,0,16
2003,11,27,9,11.7634,0,81
2004,17,28,4,14.81592,0,16
2005,12,29,10,15.46204,0,100
1997,17,22,-2,1.070943,0,4
1998,12,23,4,7.263304,0,16
1999,15,24,2,7.370064,0,4
2000,11,25,7,8.448277,0,49
2002,14,27,6,22.57885,0,36
2003,18,28,3,20.81095,0,9
2004,16,29,6,18.75518,0,36
2005,13,30,10,18.57362,0,100
1997,11,42,24,10.79735,1,576
1998,8,43,28,12.53622,1,784
1999,6,44,31,10.89113,1,961
2000,9,45,29,18.14263,1,841
2002,12,47,28,15.56634,1,784
2003,9,48,32,16.74964,1,1024
2004,11,49,31,19.97906,1,961
2005,10,50,33,25.26954,1,1089
1996,12,36,17,.4986109,0,289
1997,6,37,24,3.985897,0,576
1998,11,38,20,5.408756,0,400
1999,10,39,22,5.425397,0,484
2000,12,40,21,.1974716,0,441
2002,8,42,27,5.867897,0,729
2003,6,43,30,6.952011,0,900
2004,11,44,26,7.145584,0,676
2005,14,45,24,8.644756,0,576
1997,10,18,1,.2532962,0,1
1999,8,20,5,2.052172,0,25
2000,13,21,1,5.359159,0,1
2002,13,23,3,4.615696,0,9
2003,14,24,3,5.079768,0,9
2004,10,25,8,6.01853,0,64
2005,10,26,9,6.850869,0,81
2002,2,20,11,2.02732,0,121
1998,8,50,35,2.973263,0,1225
1996,14,20,-1,1.673583,0,1
1997,12,21,2,.879033,0,4
1998,10,22,5,3.984609,0,25
2000,13,23,3,3.95083,0,9
2000,9,24,8,5.385837,0,64
2002,11,26,8,7.184655,0,64
2003,9,27,11,9.493736,0,121
2004,8,28,13,8.670707,0,169
2005,8,29,14,10.23626,0,196
1996,9,20,4,.6719158,0,16
1997,12,21,2,2.810222,0,4
1998,10,22,5,3.602998,0,25
2000,10,23,6,4.421824,0,36
2000,15,24,2,6.009097,0,4
2002,12,26,7,7.210736,0,49
2003,15,27,5,8.227783,0,25
2004,14,28,7,8.365343,0,49
2005,11,29,11,7.955088,0,121
1996,15,44,22,14.5397,0,484
1997,14,45,24,,0,576
1998,13,46,26,16.44535,0,676
1999,17,47,23,14.16118,0,529
2000,12,48,29,13.07266,0,841
2002,17,50,26,24.74371,0,676
1999,12,25,6,1.206356,0,36
2000,13,26,6,8.115273,0,36
2002,16,28,5,89.35155,0,25
2003,17,29,5,13.04995,0,25
2004,12,30,11,12.16485,0,121
2005,17,31,7,12.71954,0,49
2000,0,47,40,,0,1600
2000,4,48,37,9.16248,0,1369
2002,0,50,43,11.82569,0,1849
1996,13,32,12,9.665124,0,144
1997,14,33,12,13.13122,0,144
1998,12,34,15,13.35967,0,225
1999,16,35,12,12.92976,0,144
2000,13,36,16,14.78929,0,256
1996,13,39,19,9.653245,0,361
1998,18,41,16,13.56502,0,256
1999,12,42,23,16.44815,0,529
2000,16,43,20,16.56083,0,400
2002,15,45,23,15.05717,0,529
2005,15,48,26,9.145041,0,676
1996,17,40,16,18.00056,0,256
1997,17,41,17,22.13063,0,289
1998,14,42,21,19.08165,0,441
1999,12,43,24,24.19096,0,576
2000,17,44,20,30.5759,0,400
2002,12,46,27,26.74142,0,729
2003,17,47,23,26.47741,0,529
2004,13,48,28,41.55521,0,784
2005,14,49,28,35.63485,0,784
2004,9,19,3,.8922742,0,9
1996,16,31,8,25.77723,0,64
1997,13,32,12,29.51802,0,144
1998,12,33,14,65.23557,0,196
1999,13,34,14,33.04118,0,196
2000,14,35,14,31.89371,0,196
2002,15,37,15,36.63791,0,225
2004,16,39,16,33.38625,0,256
1996,19,29,3,12.12769,0,9
2002,13,35,15,24.69751,0,225
2003,13,36,16,34.47578,0,256
2004,16,37,14,28.74752,0,196
1996,16,37,14,13.14026,1,196
1997,18,38,13,14.61378,1,169
1998,17,39,15,15.97559,1,225
1999,13,40,20,16.16014,1,400
2000,12,41,22,22.65947,1,484
2002,16,43,20,24.55954,1,400
2003,13,44,24,21.12222,1,576
2004,19,45,19,25.7805,1,361
2005,18,46,21,25.97803,1,441
1996,7,48,34,6.329135,0,1156
1997,11,49,31,6.574582,0,961
1998,8,50,35,7.586596,0,1225
2002,7,42,28,6.195049,0,784
2003,7,43,29,4.579548,0,841
2004,11,44,26,6.718043,0,676
2005,11,45,27,8.775063,0,729
1998,7,18,4,2.690769,0,16
1999,11,19,1,3.272148,0,1
2003,2,18,9,.7694001,0,81
2004,1,19,11,5.191635,0,121
1996,11,35,17,6.480591,0,289
1997,11,36,18,6.212329,0,324
1998,14,37,16,6.992782,0,256
1999,11,38,20,6.316024,0,400
2000,13,39,19,7.450272,0,361
2002,15,41,19,10.03334,0,361
2003,15,42,20,9.891013,0,400
2004,11,43,25,10.57576,0,625
2005,15,44,22,9.769276,0,484
1996,5,45,33,4.56711,0,1089
1997,5,46,34,4.611305,0,1156
1999,7,48,34,2.152478,0,1156
2000,1,49,41,5.892249,0,1681
1996,12,40,21,7.600821,0,441
1997,13,41,21,9.662563,0,441
1998,16,42,19,16.94189,0,361
1999,10,43,26,6.391528,0,676
2000,13,44,24,14.59614,0,576
2002,14,46,25,19.22431,0,625
2003,17,47,23,19.68292,0,529
2004,13,48,28,15.70339,0,784
2005,12,49,30,15.18287,0,900
2004,12,21,2,.6344314,0,4
2005,13,22,2,0,0,4
1998,13,35,15,10.16157,0,225
2000,18,37,12,,0,144
2003,15,40,18,,0,324
1996,18,43,18,8.390141,1,324
1997,15,44,22,13.61108,1,484
1998,14,45,24,11.24362,1,576
1999,16,46,23,15.87335,1,529
2000,16,47,24,18.92655,1,576
2002,12,49,30,15.19968,1,900
2003,13,50,30,17.16404,1,900
1996,11,42,24,10.47432,0,576
1997,16,43,20,7.49311,0,400
1998,15,44,22,16.39822,0,484
1999,12,45,26,8.140878,0,676
2000,13,46,26,19.44077,0,676
2002,18,48,23,24.72081,0,529
2003,17,49,25,41.50828,0,625
2004,13,50,30,34.98889,0,900
1996,15,30,8,,0,64
1996,10,27,10,5.431294,0,100
1997,6,28,15,5.672106,0,225
1998,9,29,13,7.224225,0,169
1999,5,30,18,8.100125,0,324
2002,7,33,19,8.160524,0,361
2003,9,34,18,9.678274,0,324
2004,10,35,18,9.13172,0,324
1996,12,36,17,9.256503,0,289
1997,12,37,18,12.09291,0,324
1998,15,38,16,11.61651,0,256
1999,16,39,16,14.64135,0,256
2000,14,40,19,15.20662,0,361
2002,14,42,21,15.34737,0,441
2003,9,43,27,14.34993,0,729
2004,14,44,23,17.73805,0,529
2005,15,45,23,20.85637,0,529
1996,10,37,20,3.932535,0,400
1997,11,38,20,3.452115,0,400
1998,8,39,24,3.853006,0,576
1999,7,40,26,4.50811,0,676
2000,8,41,26,4.267494,0,676
2002,10,43,26,5.111093,0,676
2003,8,44,29,6.073385,0,841
2004,9,45,29,7.906104,0,841
2005,7,46,32,6.852046,0,1024
2002,7,19,5,8.567213,0,25
2003,14,20,-1,9.409843,0,1
2004,11,21,3,10.04966,0,9
2005,10,22,5,13.88783,0,25
2005,11,18,0,3.876501,0,0
1996,7,49,35,5.173204,0,1225
1997,6,50,37,5.58865,0,1369
1996,6,25,12,5.22972,0,144
1997,9,26,10,5.900146,0,100
1998,10,27,10,8.451517,0,100
2000,12,29,10,9.342216,0,100
2002,10,31,14,10.68585,0,196
2003,13,32,12,13.12485,0,144
2005,16,34,11,11.40005,0,121
1996,10,48,31,3.941346,0,961
1997,10,49,32,3.216354,0,1024
1998,4,50,39,3.096506,0,1521
1996,15,25,3,5.701427,0,9
1997,13,26,6,7.918793,0,36
1998,13,27,7,7.555922,0,49
1999,12,28,9,8.210925,0,81
2002,10,31,14,15.11344,0,196
2003,11,32,14,13.51012,0,196
2004,9,33,17,16.11692,0,289
2005,13,34,14,12.35422,0,196
1996,10,20,3,2.393511,0,9
1998,11,22,4,.1355739,0,16
1999,16,23,0,4.005629,0,0
2000,11,24,6,5.757124,0,36
2002,13,26,6,7.573256,0,36
2003,9,27,11,6.053857,0,121
2004,13,28,8,7.960356,0,64
2005,16,29,6,9.711887,0,36
1996,11,40,22,7.456304,1,484
1997,16,41,18,6.153743,1,324
1998,14,42,21,5.888602,1,441
1999,17,43,19,8.098302,1,361
2000,18,44,19,6.075645,1,361
1996,12,31,12,3.127394,1,144
1997,13,32,12,3.492146,1,144
1998,12,33,14,3.577694,1,196
1999,6,34,21,3.467115,1,441
2000,11,35,17,3.806417,1,289
2002,11,37,19,4.932835,1,361
2003,13,38,18,5.200315,1,324
2004,10,39,22,6.668766,1,484
2005,12,40,21,3.99659,1,441
1996,16,36,13,6.636721,0,169
